MEDICATION_NM,count,perc
EPHEDRINE SULFATE-NACL 50-0.9 MG/10ML-% IV SOSY,5,0.012599218848431397
NICOTINE POLACRILEX 2 MG MT GUM,5,0.012599218848431397
COAGULATION FACTOR VIIA RECOMB 2 MG IV SOLR,5,0.012599218848431397
AZATHIOPRINE 50 MG OR TABS,5,0.012599218848431397
"LIDOCAINE-EPINEPHRINE 0.5%-1:200,000 AND SODIUM BICARBONATE (UCI)(OPT)",5,0.012599218848431397
AMINOCAPROIC ACID IV BOLUS (UCI),5,0.012599218848431397
TAB-A-VITE OR TABS,5,0.012599218848431397
NEORAL 25 MG OR CAPS (UCI),5,0.012599218848431397
EMTRICITABINE-TENOFOVIR 200-300 MG OR TABS,5,0.012599218848431397
AKWA TEARS 2-15-83 % OP OINT,5,0.012599218848431397
LACOSAMIDE 150 MG PO TABS,5,0.012599218848431397
CEFTAZIDIME-AVIBACTAM IVPB 2.5 G (UCI),5,0.012599218848431397
ENOXAPARIN SODIUM 120 MG/0.8ML SC SOLN,5,0.012599218848431397
DOCUSATE SODIUM 283 MG RE ENEM,5,0.012599218848431397
VANCOMYCIN IVPB (VARIABLE DOSES IN 100 ML) (UCI),5,0.012599218848431397
INV TIRAPAZAMINE INJECTION (LT-001) (UCI),5,0.012599218848431397
FLUCONAZOLE 40 MG/ML OR SUSR,5,0.012599218848431397
SOLIFENACIN SUCCINATE 5 MG OR TABS,5,0.012599218848431397
CIPROFLOXACIN HCL 0.3 % OP SOLN,5,0.012599218848431397
DILTIAZEM HCL COATED BEADS 180 MG OR CP24,5,0.012599218848431397
FONDAPARINUX SODIUM 2.5 MG/0.5ML SC SOLN,5,0.012599218848431397
CEFOTETAN DISODIUM 2 GM IJ SOLR,5,0.012599218848431397
VENLAFAXINE HCL 37.5 MG OR TABS,5,0.012599218848431397
propofol (DIPRIVAN) 1000 MG/100ML infusion  - ADS OVERRIDE,5,0.012599218848431397
ACETAMINOPHEN-CODEINE #3 300-30 MG OR TABS,5,0.012599218848431397
SITAGLIPTIN PHOSPHATE 50 MG OR TABS,5,0.012599218848431397
CEFTRIAXONE IV 1 GM,5,0.012599218848431397
FLECAINIDE ACETATE 50 MG OR TABS,5,0.012599218848431397
BROMOCRIPTINE MESYLATE 5 MG OR CAPS,4,0.010079375078745118
MINOCYCLINE HCL 100 MG OR CAPS,4,0.010079375078745118
NEOMYCIN-POLYMYXIN-HC 3.5-10000-1 OT SUSP,4,0.010079375078745118
PSYLLIUM 100 % OR PACK,4,0.010079375078745118
MESALAMINE 1.2 GM OR TBEC,4,0.010079375078745118
OXCARBAZEPINE 300 MG/5ML OR SUSP,4,0.010079375078745118
VERAPAMIL HCL CR 120 MG OR TBCR,4,0.010079375078745118
PHENYLEPHRINE HCL 0.25 % NA SOLN,4,0.010079375078745118
B COMPLEX-C OR TABS,4,0.010079375078745118
SUMATRIPTAN SUCCINATE 50 MG OR TABS,4,0.010079375078745118
TACROLIMUS 0.5 MG/ML OR SUSP (COMPOUNDED),4,0.010079375078745118
MULTI-DELYN OR LIQD,4,0.010079375078745118
AMANTADINE HCL 50 MG/5ML PO SOLN,4,0.010079375078745118
TENOFOVIR ALAFENAMIDE FUMARATE 25 MG PO TABS,4,0.010079375078745118
"IC-GREEN, LOW DOSE W/ D50 OPHTHALMIC SOLUTION (OPTIME)",4,0.010079375078745118
ACYCLOVIR 5 % EX OINT,4,0.010079375078745118
GANCICLOVIR IVPB (UCI),4,0.010079375078745118
FENTANYL 50 MCG/HR TD PT72,4,0.010079375078745118
CARVEDILOL PHOSPHATE 20 MG OR CP24,4,0.010079375078745118
SELENIUM ER 200 MCG PO TBCR,4,0.010079375078745118
PREDNISONE 2.5 MG OR TABS,4,0.010079375078745118
THYROID 30 MG OR TABS,4,0.010079375078745118
HYDROCORTISONE 20 MG OR TABS,4,0.010079375078745118
FOSPHENYTOIN IVPB (LOADING DOSE),4,0.010079375078745118
NITROPRUSSIDE INFUSION (ANESTHESIA) (UCI),4,0.010079375078745118
LIDOCAINE HCL URETHRAL/MUCOSAL 2 % EX GEL,4,0.010079375078745118
GADOBENATE DIMEGLUMINE 529 MG/ML IV SOLN,4,0.010079375078745118
FILGRASTIM-SNDZ 300 MCG/0.5ML IJ SOSY,4,0.010079375078745118
PNEUMOCOCCAL 13-VAL CONJ VACC IM SUSP,4,0.010079375078745118
OLANZAPINE 10 MG OR TABS,4,0.010079375078745118
VECURONIUM 100 MG/100 ML INFUSION (UCI),4,0.010079375078745118
HEPARIN SODIUM (PORCINE) PF 5000 UNIT/0.5ML IJ SOLN,4,0.010079375078745118
IRON SUCROSE IVPB 300 MG (UCI),4,0.010079375078745118
VECURONIUM INFUSION (ANESTHESIA),4,0.010079375078745118
AZITHROMYCIN 200 MG/5ML OR SUSR,4,0.010079375078745118
LABETALOL INFUSION,4,0.010079375078745118
INDOMETHACIN SODIUM 1 MG IV SOLR,4,0.010079375078745118
METHYLPREDNISOLONE INFUSION,4,0.010079375078745118
ACYCLOVIR IVPB >700 MG (UCI),4,0.010079375078745118
MEDIUM CHAIN TRIGLYCERIDES OR OIL,4,0.010079375078745118
EMTRICITABINE-TENOFOVIR AF 200-25 MG PO TABS,4,0.010079375078745118
HYDROCORTISONE ACE-PRAMOXINE 1-1 % RE CREA,4,0.010079375078745118
PAPAVERINE 300 MG IN 100 ML NS SOLUTION (OPTIME),4,0.010079375078745118
CEFTRIAXONE SODIUM 250 MG IJ SOLR,4,0.010079375078745118
SODIUM THIOSULFATE 25 % IV SOLN,4,0.010079375078745118
SARGRAMOSTIM 250 MCG IV SOLR,4,0.010079375078745118
MEDROXYPROGESTERONE ACETATE 10 MG OR TABS,4,0.010079375078745118
PREDNISONE 50 MG OR TABS,4,0.010079375078745118
NEOMYCIN-BACITRACIN ZN-POLYMYX 5-400-10000 OP OINT,4,0.010079375078745118
HALOPERIDOL 1 MG OR TABS,4,0.010079375078745118
SODIUM TETRADECYL SULFATE 3 % IV SOLN,4,0.010079375078745118
PIPERACILLIN SOD-TAZOBACTAM SO 2-0.25 GM IV SOLR,4,0.010079375078745118
TRAZODONE HCL 25 MG OR TABS (HALF TABLET),4,0.010079375078745118
HEPARIN SODIUM (PORCINE) 10000 UNIT/ML SOLN FOR NEBULIZATION (UCI),4,0.010079375078745118
HYDROXYZINE HCL 10 MG/5ML OR SYRP,4,0.010079375078745118
FENTANYL 25 MCG/HR TD PT72,4,0.010079375078745118
WARFARIN PER PHARMACY - UCI,4,0.010079375078745118
OMNIPAQUE 180 60 ML WITH HEPARIN 600 UNITS (OPTIME),4,0.010079375078745118
GLIPIZIDE 5 MG OR TABS,4,0.010079375078745118
LAMOTRIGINE 25 MG OR TABS,4,0.010079375078745118
LEFLUNOMIDE 20 MG OR TABS,4,0.010079375078745118
SODIUM CHLORIDE 3 % IN NEBU,4,0.010079375078745118
AMPHOTERICIN 50 MG IN 1000 ML STERILE WATER IRRIGATION (OPTIME),4,0.010079375078745118
SOTALOL HCL 40 MG OR TABS (HALF TABLET),4,0.010079375078745118
POSACONAZOLE 100 MG PO TBEC,4,0.010079375078745118
DIVALPROEX DR 125 MG OR TBEC,4,0.010079375078745118
SPIRONOLACTONE 5 MG/ML OR SUSP (COMPOUNDED),4,0.010079375078745118
METOCLOPRAMIDE HCL 10 MG/10ML OR SOLN,4,0.010079375078745118
QUETIAPINE FUMARATE 300 MG OR TABS,4,0.010079375078745118
GENGRAF 25 MG OR CAPS (UCI),4,0.010079375078745118
COVID-19 MRNA VACC (MODERNA) 50 MCG/0.25ML IM SUSP (LOW DOSE),4,0.010079375078745118
RISPERIDONE 1 MG/ML OR SOLN,4,0.010079375078745118
VERAPAMIL HCL CR 180 MG OR TBCR,4,0.010079375078745118
FENOFIBRATE 145 MG OR TABS,4,0.010079375078745118
POLYMYXIN B-TRIMETHOPRIM 10000-0.1 UNIT/ML-% OP SOLN,4,0.010079375078745118
HEPARIN SODIUM (PORCINE) 20000 UNIT/ML IJ SOLN,4,0.010079375078745118
"CEFAZOLIN 1,000 MG IN 50 ML NS SOLUTION (OPTIME)",4,0.010079375078745118
FAMOTIDINE IN NACL 20 MG/50ML IV SOLN,4,0.010079375078745118
AMPHOTERICIN B LIPOSOME IVPB >500 MG (UCI),4,0.010079375078745118
ZIPRASIDONE HCL 20 MG OR CAPS,4,0.010079375078745118
CYCLOSPORINE MODIFIED 100 MG/ML OR SOLN,4,0.010079375078745118
AMITRIPTYLINE HCL 50 MG OR TABS,4,0.010079375078745118
DARUNAVIR ETHANOLATE 800 MG PO TABS,4,0.010079375078745118
CEFTOLOZANE-TAZOBACTAM IVPB 1.5 G (UCI),4,0.010079375078745118
PENICILLIN G SODIUM IVPB >=4 MILLION UNITS (UCI),4,0.010079375078745118
PHENOBARBITAL 32.4 MG OR TABS,4,0.010079375078745118
MINERAL OIL RE ENEM,4,0.010079375078745118
CARBIDOPA-LEVODOPA 25-250 MG OR TABS,4,0.010079375078745118
OLANZAPINE 10 MG IM SOLR,4,0.010079375078745118
CISATRACURIUM 100 MG/100 ML NS INFUSION (UCI),4,0.010079375078745118
BENZOCAINE 20 % MT GEL,4,0.010079375078745118
MESALAMINE 400 MG PO CPDR,4,0.010079375078745118
RITONAVIR 100 MG PO TABS,4,0.010079375078745118
LURASIDONE HCL 40 MG PO TABS,4,0.010079375078745118
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 2%-EPI 1:200,000 (OPTIME)",4,0.010079375078745118
TRANEXAMIC ACID 1000 MG/10ML INJECTION FOR TOPICAL ADMINISTRATION,4,0.010079375078745118
TIROFIBAN 12.5 MG/250ML PREMIX INFUSION (UCI),4,0.010079375078745118
CAPTOPRIL 6.25 MG OR TABS (HALF TABLET),4,0.010079375078745118
RISPERIDONE ODT 1 MG OR TBDP,4,0.010079375078745118
DIVALPROEX SPRINKLES 125 MG OR CPSP,4,0.010079375078745118
HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN (UCI),4,0.010079375078745118
SULFUR HEXAFLUORIDE MICROSPH 60.7-25 MG IJ SUSR,4,0.010079375078745118
MORPHINE 1 MG/ML PREMIX PCA INFUSION - NAIVE (UCI),4,0.010079375078745118
RISPERIDONE ODT 2 MG OR TBDP,3,0.007559531309058838
PRISMASATE WITH CALCIUM CRRT DIALYSATE WITH ADDITIVES (UCI),3,0.007559531309058838
OLANZAPINE ODT 10 MG OR TBDP,3,0.007559531309058838
SECRETIN ACETATE (HUMAN) 16 MCG IV SOLR,3,0.007559531309058838
SURGICAL SEALANTS LIQD,3,0.007559531309058838
PYRIDOXINE (VIT B-6) 25 MG OR TABS,3,0.007559531309058838
PENICILLIN G POTASSIUM 5 MILLION UNITS - L/D (UCI),3,0.007559531309058838
ELVITEG-COBIC-EMTRICIT-TENOFAF 150-150-200-10 MG PO TABS,3,0.007559531309058838
BRIMONIDINE TARTRATE-TIMOLOL 0.2-0.5 % OP SOLN,3,0.007559531309058838
ROPIVACAINE HCL-NACL 0.2-0.9 % EP SOLN,3,0.007559531309058838
LIDOCAINE HCL (PF) 1.5 % IJ SOLN,3,0.007559531309058838
LEVETIRACETAM 250 MG OR TABS,3,0.007559531309058838
FLUOCINONIDE 0.05 % EX CREA,3,0.007559531309058838
BRINZOLAMIDE-BRIMONIDINE 1-0.2 % OP SUSP,3,0.007559531309058838
CALAMINE 8-8 % EX LOTN,3,0.007559531309058838
LIDOCAINE IN DEXTROSE 5-7.5 % IV SOLN,3,0.007559531309058838
LOPERAMIDE HCL 1 MG/7.5ML PO SOLN,3,0.007559531309058838
FLUOROMETHOLONE 0.1 % OP SUSP,3,0.007559531309058838
AMOXICILLIN-POT CLAVULANATE 250-62.5 MG/5ML OR SUSR,3,0.007559531309058838
CEFEPIME IV 1 GM,3,0.007559531309058838
TESTOSTERONE 50 MG/5GM (1%) TD GEL,3,0.007559531309058838
PENTOXIFYLLINE CR 400 MG OR TBCR,3,0.007559531309058838
VORICONAZOLE 10 MG/ML OPHTHALMIC SOLN,3,0.007559531309058838
SODIUM THIOSULFATE IV BOLUS (UCI),3,0.007559531309058838
DICLOFENAC SODIUM 75 MG OR TBEC,3,0.007559531309058838
LOSARTAN POTASSIUM-HCTZ 100-12.5 MG OR TABS,3,0.007559531309058838
MEGESTROL ACETATE 40 MG OR TABS,3,0.007559531309058838
GENTAMICIN SULFATE 0.3 % OP SOLN,3,0.007559531309058838
GLYCERIN (LAXATIVE) 2 GM RE SUPP,3,0.007559531309058838
HYOSCYAMINE SULFATE 0.125 MG SL SUBL,3,0.007559531309058838
CARBAMIDE PEROXIDE 6.5 % OT SOLN,3,0.007559531309058838
OXYBUTYNIN CHLORIDE 5 MG/5ML OR SYRP,3,0.007559531309058838
PREGABALIN 25 MG OR CAPS,3,0.007559531309058838
IMMUNE GLOBULIN (GAMUNEX) IVPB 10% (UCI),3,0.007559531309058838
HALOPERIDOL 5 MG OR TABS,3,0.007559531309058838
CARBAMAZEPINE 200 MG OR TB12,3,0.007559531309058838
THROMBIN (RECOMBINANT) 20000 UNIT EX SOLR,3,0.007559531309058838
TRIAMCINOLONE AND LIDOCAINE PF 1% INJECTION (OPTIME),3,0.007559531309058838
ANTIHEMOPHILIC FACTOR-VWF 500-1200 UNIT IV SOLR,3,0.007559531309058838
LITHIUM CARBONATE 300 MG OR CAPS,3,0.007559531309058838
TORSEMIDE 20 MG OR TABS,3,0.007559531309058838
LIOTHYRONINE SODIUM 25 MCG OR TABS,3,0.007559531309058838
AMIODARONE HCL 150 MG/3ML IV SOLN,3,0.007559531309058838
HYPROMELLOSE 0.5 % OP SOLN,3,0.007559531309058838
QUETIAPINE FUMARATE 300 MG OR TB24,3,0.007559531309058838
CHOLECALCIFEROL 2000 UNIT OR TABS,3,0.007559531309058838
TOBRAMYCIN-DEXAMETHASONE OPHTHALMIC IRRIGATION (OPTIME),3,0.007559531309058838
EPOETIN ALFA-EPBX 40000 UNIT/ML IJ SOLN,3,0.007559531309058838
TROPICAMIDE 1 % OP SOLN,3,0.007559531309058838
ANTIHEMOPHILIC FACTOR-VWF 1000-2400 UNIT IV SOLR,3,0.007559531309058838
POTASSIUM CHLORIDE IVPB 20 MEQ (UCI),3,0.007559531309058838
FIXODENT ORIGINAL CREA,3,0.007559531309058838
MORPHINE 1 MG/ML NS PREMIX INFUSION (UCI),3,0.007559531309058838
LISINOPRIL-HYDROCHLOROTHIAZIDE 20-12.5 MG OR TABS,3,0.007559531309058838
ROPINIROLE HCL 4 MG OR TABS,3,0.007559531309058838
mannitol 25 % IV bolus  - ADS OVERRIDE,3,0.007559531309058838
FENTANYL 2 MCG/ML BUPIVACAINE 0.1% LABOR PCEA (UCI),3,0.007559531309058838
POTASSIUM CHLORIDE IVPB 30 MEQ IN 300 ML PERIPHERAL (UCI),3,0.007559531309058838
BETAMETHASONE ACET & SOD PHOS 6 (3-3) MG/ML IJ SUSP,3,0.007559531309058838
AMBRISENTAN 10 MG OR TABS,3,0.007559531309058838
sodium citrate-citric acid (BICITRA) 500-334 MG/5ML solution  - ADS OVERRIDE,3,0.007559531309058838
POTASSIUM IODIDE (EXPECTORANT) 1 GM/ML PO SOLN,3,0.007559531309058838
INV HTX-011 (HTX-011-304) 400-12 MG/ML SOLN (2020-5763)(UCI CCR 19-113),3,0.007559531309058838
COVID-19 MRNA VACCINE (PFIZER) 30 MCG/0.3ML IM SUSP,3,0.007559531309058838
FLUOROURACIL CONTINUOUS INPT CHEMO INFUSION (UCI),3,0.007559531309058838
DOXYCYCLINE IVPB INTRAPLEURAL (UCI),3,0.007559531309058838
RHO D IMMUNE GLOBULIN 1500 UNIT/2ML IJ SOLN,3,0.007559531309058838
DEXTRAN 40 IN D5W 10 % IV SOLN,3,0.007559531309058838
VENLAFAXINE HCL 50 MG OR TABS,3,0.007559531309058838
ESLICARBAZEPINE ACETATE 800 MG PO TABS,3,0.007559531309058838
PROCHLORPERAZINE MALEATE 5 MG OR TABS,3,0.007559531309058838
AMINOCAPROIC ACID INFUSION (UCI),3,0.007559531309058838
TACROLIMUS 5 MG OR CAPS,3,0.007559531309058838
PENICILLIN G POTASSIUM IVPB <= 3 MILLION UNITS (UCI),3,0.007559531309058838
DESMOPRESSIN ACETATE 0.1 MG OR TABS,3,0.007559531309058838
FLUCYTOSINE 500 MG OR CAPS,3,0.007559531309058838
TUBERCULIN PPD 5 UNIT/0.1ML ID SOLN,3,0.007559531309058838
BROMOCRIPTINE MESYLATE 2.5 MG OR TABS,3,0.007559531309058838
UREA 15 G PO PACK,3,0.007559531309058838
HYDROCORTISONE 5 MG OR TABS,3,0.007559531309058838
MAGNESIUM SULFATE 20 G/500 ML PREMIX INFUSION (UCI),3,0.007559531309058838
FLUOCINONIDE 0.05 % EX OINT,3,0.007559531309058838
COVID-19 MRNA VACCINE (MODERNA OR PFIZER) ORDERABLE (UCI),3,0.007559531309058838
TRIPLE ANTIBIOTIC 3.5-400-5000 EX OINT,3,0.007559531309058838
ENZALUTAMIDE 40 MG PO CAPS,3,0.007559531309058838
METHYLPREDNISOLONE IVPB FOR SPINAL CORD INJURY (UCI),3,0.007559531309058838
REGADENOSON 0.4 MG/5ML IV SOLN,3,0.007559531309058838
CEFTAROLINE IVPB 600 MG (UCI),3,0.007559531309058838
PENICILLIN G SODIUM IVPB <4 MILLION UNITS (UCI),3,0.007559531309058838
RASAGILINE MESYLATE 1 MG OR TABS,3,0.007559531309058838
SODIUM POLYSTYRENE SULFONATE 15 GM/60ML WITH SORBITOL (UCI),3,0.007559531309058838
DOPAMINE 400 MG/250 ML D5W PREMIX INFUSION (UCI),3,0.007559531309058838
TIROFIBAN HCL 3.75 MG/15ML IV CONC,3,0.007559531309058838
IMIPENEM-CILASTATIN IVPB 1000 MG (UCI),3,0.007559531309058838
DILTIAZEM HCL 90 MG OR TABS,3,0.007559531309058838
LORATADINE 5 MG/5ML OR SYRP,3,0.007559531309058838
ATENOLOL 12.5 MG OR TABS (HALF TABLET),3,0.007559531309058838
VANCOMYCIN 50 MG/ML OPHTHALMIC SOLN (COMPOUNDED),3,0.007559531309058838
RISPERIDONE 3 MG OR TABS,3,0.007559531309058838
PYRIDOSTIGMINE BROMIDE 60 MG OR TABS,3,0.007559531309058838
CALAMINE EX LOTN,3,0.007559531309058838
DIFLUPREDNATE 0.05 % OP EMUL,3,0.007559531309058838
MODAFINIL 100 MG OR TABS,3,0.007559531309058838
MORPHINE SULFATE (PF) 1 MG/ML IJ SOLN,3,0.007559531309058838
CEFUROXIME SODIUM 1.5 GM IV SOLR,3,0.007559531309058838
MESALAMINE 1000 MG RE SUPP,3,0.007559531309058838
TOBRAMYCIN-DEXAMETHASONE 0.3-0.1 % OP SUSP,3,0.007559531309058838
SODIUM PHOSPHATE IVPB 20 MEQ (UCI),3,0.007559531309058838
BEVACIZUMAB OPHTHALMIC INJ 2.5 MG / 0.1 ML UCSD (OPTIME),3,0.007559531309058838
COCAINE HCL 4 % EX SOLN,3,0.007559531309058838
CALCIUM GLUCONATE 2G/100 ML IV SOLN,3,0.007559531309058838
ANTIHEMOPHILIC FACTOR 1700 UNITS IV SOLR,3,0.007559531309058838
SODIUM THIOSULFATE INFUSION (UCI),3,0.007559531309058838
DOBUTAMINE 1000 MG/250 ML VARIABLE BASE INFUSION (UCI),3,0.007559531309058838
LIOTHYRONINE SODIUM 5 MCG OR TABS,3,0.007559531309058838
RIVASTIGMINE TARTRATE 3 MG OR CAPS,3,0.007559531309058838
CLINDAMYCIN HCL 150 MG OR CAPS,3,0.007559531309058838
ACETAMINOPHEN-CODEINE 120-12 MG/5ML OR SOLN,3,0.007559531309058838
PROCEDURAL SEDATION MEPERIDINE 100 MG/ML - 100 MG (UCI),3,0.007559531309058838
GENTAMICIN PF INTRATHECAL OR INTRAVENTRICULAR INJECTION (UCI),3,0.007559531309058838
PANCRELIPASE (LIP-PROT-AMYL) 3000-9500 UNITS PO CPEP,3,0.007559531309058838
ACYCLOVIR 200 MG/5ML OR SUSP,3,0.007559531309058838
ONDANSETRON HCL 4 MG/5ML OR SOLN,3,0.007559531309058838
INSULIN ISOPHANE & REGULAR (70-30) 100 UNIT/ML SC SUSP,3,0.007559531309058838
TRIMETHOBENZAMIDE HCL 300 MG OR CAPS,3,0.007559531309058838
CEPHALEXIN 250 MG OR CAPS,3,0.007559531309058838
CHLOROPROCAINE HCL 2 % IJ SOLN,3,0.007559531309058838
MIRABEGRON ER 25 MG PO TB24,3,0.007559531309058838
CEFEPIME IV 100 MG/ML,3,0.007559531309058838
MYCOPHENOLATE MOFETIL 200 MG/ML OR SUSR,3,0.007559531309058838
CHLORPROMAZINE HCL 25 MG/ML IJ SOLN,3,0.007559531309058838
PIPERACILLIN SOD-TAZOBACTAM SO 4-0.5 GM IV SOLR,3,0.007559531309058838
ALTEPLASE INFUSION (STROKE),3,0.007559531309058838
LEVOCARNITINE 330 MG OR TABS,3,0.007559531309058838
KETOROLAC TROMETHAMINE 60 MG/2ML IM SOLN,3,0.007559531309058838
rocuronium (ZEMURON) 50 MG/5ML injection  - ADS OVERRIDE,3,0.007559531309058838
ISAVUCONAZONIUM IVPB,3,0.007559531309058838
LIDOCAINE 0.5 % EX AERO,3,0.007559531309058838
ROPIVACAINE HCL-NACL 0.2-0.9 % IJ SOLN,3,0.007559531309058838
SELEGILINE HCL 5 MG OR CAPS,3,0.007559531309058838
ALTEPLASE IV LOADING DOSE STROKE (UCI),3,0.007559531309058838
OSELTAMIVIR PHOSPHATE 75 MG OR CAPS,3,0.007559531309058838
INTRATHECAL CONTINUOUS OP INFUSION - SYRINGE,3,0.007559531309058838
OCTREOTIDE ACETATE 50 MCG/ML IJ SOLN,3,0.007559531309058838
HALOPERIDOL LACTATE 2 MG/ML OR CONC,3,0.007559531309058838
DEXAMETHASONE OPHTHALMIC INJECTION 4 MG/ML (UCI),3,0.007559531309058838
CEFTRIAXONE IV 2 GM,3,0.007559531309058838
ENOXAPARIN SODIUM 150 MG/ML SC SOLN,3,0.007559531309058838
PHENYTOIN IVPB (UCI),3,0.007559531309058838
"IC-GREEN, STANDARD DOSE W/ D50 OPHTHALMIC SOLUTION (OPTIME)",3,0.007559531309058838
OCTYLCYANOACRYLATE PRO PEN 0.7 ML (UCI),3,0.007559531309058838
CLONIDINE 0.1 MG/24HR TD PTWK,3,0.007559531309058838
ARIPIPRAZOLE 2 MG OR TABS,3,0.007559531309058838
MINOXIDIL 10 MG OR TABS,3,0.007559531309058838
CEFTRIAXONE IV 100 MG/ML,3,0.007559531309058838
NIACIN (ANTIHYPERLIPIDEMIC) 500 MG OR TBCR,3,0.007559531309058838
ACETYLCHOLINE INJECTION - HIGH DOSE (UCI),3,0.007559531309058838
MICONAZOLE NITRATE 2 % EX CREA,3,0.007559531309058838
PHYTONADIONE 10 MG/ML IJ SOLN,3,0.007559531309058838
VERAPAMIL HCL 40 MG OR TABS,3,0.007559531309058838
MEDROXYPROGESTERONE ACETATE 150 MG/ML IM SUSY,3,0.007559531309058838
PHENYLEPHRINE DILUTION 20 MG IN 2000 ML NS (OPTIME)(UCI),3,0.007559531309058838
ACETYLCHOLINE INJECTION - LOW DOSE (UCI),3,0.007559531309058838
CEFAZOLIN IV PUSH 500 MG IN SWFI 10 ML,3,0.007559531309058838
PANCRELIPASE (LIP-PROT-AMYL) 6000 UNITS PO CPEP,3,0.007559531309058838
fentaNYL 100 MCG/2ML injection  - ADS OVERRIDE,3,0.007559531309058838
OXALIPLATIN 100 MG/20ML IV SOLN,3,0.007559531309058838
URSODIOL 50 MG/ML SUSPENSION (UCI),3,0.007559531309058838
DIGOXIN 0.05 MG/ML OR SOLN,3,0.007559531309058838
ADENOSINE INFUSION (UCI),3,0.007559531309058838
ACETYLCHOLINE INJECTION - MID DOSE (UCI),3,0.007559531309058838
AMLODIPINE 1 MG/ML OR SUSP (COMPOUNDED),3,0.007559531309058838
ANTI-THYMOCYTE GLOB (RABBIT) 25 MG IV SOLR,2,0.005039687539372559
CLONIDINE HCL 0.2 MG/24HR TD PTWK,2,0.005039687539372559
FENTANYL 50 MCG/ML PREMIX PCA INFUSION - NAIVE (UCI),2,0.005039687539372559
GENGRAF 100 MG OR CAPS (UCI),2,0.005039687539372559
CADEXOMER IODINE 0.9 % EX GEL,2,0.005039687539372559
HYDROmorphone (DILAUDID) 1 MG/ML injection  - ADS OVERRIDE,2,0.005039687539372559
APREMILAST 30 MG PO TABS,2,0.005039687539372559
DORNASE ALFA 1 MG/ML IN SOLN,2,0.005039687539372559
REMIFENTANIL HCL 1 MG IV SOLR,2,0.005039687539372559
PILOCARPINE HCL 4 % OP SOLN,2,0.005039687539372559
"PIPERACILLIN-TAZOBACTAM IVPB <=3,375 MG (UCI)",2,0.005039687539372559
DAPTOMYCIN IV 500 MG (UCI),2,0.005039687539372559
SODIUM BICARBONATE INFUSION (UCI),2,0.005039687539372559
FLUORESCEIN-BENOXINATE 0.25-0.4 % OP SOLN,2,0.005039687539372559
NITROGLYCERIN 0.3 MG/HR TD PT24,2,0.005039687539372559
ROPIVACAINE HCL-NACL (PF) 0.1-0.9 % IJ SOLN,2,0.005039687539372559
CEFTAZIDIME 1 GM IJ SOLR,2,0.005039687539372559
AMPHETAMINE-DEXTROAMPHETAMINE 15 MG OR TABS,2,0.005039687539372559
ISOSORBIDE MONONITRATE 20 MG OR TABS,2,0.005039687539372559
HEPARIN SODIUM (PORCINE) 5000 UNIT/0.5ML IJ SOSY,2,0.005039687539372559
LITHIUM CARBONATE 150 MG OR CAPS,2,0.005039687539372559
AMPHETAMINE-DEXTROAMPHETAMINE 30 MG OR CP24,2,0.005039687539372559
CYCLOPHOSPHAMIDE 25 MG PO CAPS,2,0.005039687539372559
AZTREONAM IV PUSH 2 GM IN SWFI 10 ML (UCI),2,0.005039687539372559
DILTIAZEM HCL 15 MG OR TABS (HALF TABLET),2,0.005039687539372559
D5W 1000 ML + ADDITIVES,2,0.005039687539372559
FELBAMATE 600 MG/5ML OR SUSP,2,0.005039687539372559
COAGULATION FACTOR VIIA RECOMB 1 MG IV SOLR,2,0.005039687539372559
KETOCONAZOLE 2 % EX CREA,2,0.005039687539372559
CANNABIDIOL 100 MG/ML PO SOLN,2,0.005039687539372559
DEXTROSE-KCL-NACL 5-20-0.45 %-MEQ/L-% IV SOLN,2,0.005039687539372559
LAMIVUDINE 10 MG/ML OR SOLN,2,0.005039687539372559
RILUZOLE 50 MG OR TABS,2,0.005039687539372559
ACETYLCYSTEINE (SECOND DOSE) IV INFUSION (UCI),2,0.005039687539372559
CIPROFLOXACIN-HYDROCORTISONE 0.2-1 % OT SUSP,2,0.005039687539372559
CHLORDIAZEPOXIDE HCL 10 MG OR CAPS,2,0.005039687539372559
BUDESONIDE-FORMOTEROL FUMARATE 160-4.5 MCG/ACT IN AERO,2,0.005039687539372559
COVID-19 MRNA VACC (MODERNA) 100 MCG/0.5ML IM SUSP,2,0.005039687539372559
MEROPENEM IVPB 500 MG (UCI),2,0.005039687539372559
TRIMETHOBENZAMIDE HCL 100 MG/ML IM SOLN,2,0.005039687539372559
EPOPROSTENOL INFUSION (UCI),2,0.005039687539372559
CEFTAZIDIME OPHTHALMIC INJ 2.25 MG / 0.1 ML (OPTIME),2,0.005039687539372559
VANCOMYCIN OPHTHALMIC INJ 1 MG / 0.1 ML (OPTIME),2,0.005039687539372559
CEFTAROLINE IVPB 400 MG (UCI),2,0.005039687539372559
NACL 0.45% CRRT MACHINE PRE-FILTER FLUID,2,0.005039687539372559
HYALURONIDASE HUMAN 150 UNIT/ML IJ SOLN,2,0.005039687539372559
AMOXICILLIN 250 MG/5ML OR SUSR,2,0.005039687539372559
TOPIRAMATE 6 MG/ML OR SUSP (COMPOUNDED),2,0.005039687539372559
ONDANSETRON 8 MG OR TBDP,2,0.005039687539372559
