Table,Label,Unit,concept_name,vocab,concept_id,Lab Code,perc
labs,Creatine kinase.MB,ng/mL,Creatine kinase.MB [Mass/volume] in Serum or Plasma,LOINC,3005785,13969-1,2.21242283
labs,Platelets.giant,Unknown,Giant platelets [Presence] in Blood by Light microscopy,LOINC,3018528,08-Sep,2.202343455
labs,Hemoglobin,G/DL,Hemoglobin [Mass/volume] in Arterial blood by Oximetry,LOINC,3006239,14775-1,2.159506111
labs,Haptoglobin,MG/DL,Haptoglobin [Mass/volume] in Serum or Plasma,LOINC,3012336,Jul-42,2.149426736
labs,Hepatitis B virus core Ab.IgM,Unknown,Hepatitis B virus core IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3022560,24113-3,2.134307673
labs,Specimen weight,mg,Weight of Specimen,LOINC,3001795,Feb-54,2.053672672
labs,Composition,Unknown,Composition in Stone,LOINC,3014880,Jun-95,2.053672672
labs,Macrocytes,Unknown,Macrocytes [Presence] in Blood by Light microscopy,LOINC,3021502,738-5,2.053672672
labs,Appearance,Unknown,Appearance of Stone,LOINC,3006545,14618-3,2.053672672
labs,Reticulocytes/100 erythrocytes,%,Reticulocytes/100 erythrocytes in Blood by Automated count,LOINC,3007124,17849-1,2.005795641
labs,Cortisol,MCG/DL,Cortisol [Mass/volume] in Serum or Plasma,LOINC,3009682,Jun-43,1.970517828
labs,Treponema pallidum Ab.IgG+IgM,Index,Treponema pallidum IgG+IgM Ab [Presence] in Serum by Immunoassay,LOINC,3048453,47236-5,1.897442359
labs,Hepatitis A virus Ab.IgM,Unknown,Hepatitis A virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3020316,13950-1,1.879803452
labs,Mitogen stimulated gamma interferon^^corrected for background,IU/mL,Mitogen stimulated gamma interferon [Units/volume] corrected for background in Blood,LOINC,42869529,71774-4,1.867204233
labs,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells^^corrected for background,IU/mL,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood,LOINC,40766800,64084-7,1.748771576
labs,Monocytes/100 leukocytes,%,Monocytes/100 leukocytes in Body fluid,LOINC,3038104,26487-9,1.743731889
labs,Number,Unknown,Number of Stones,LOINC,3018031,Apr-00,1.695854857
labs,Size,mm,Size [Entitic volume] of Stone,LOINC,3014188,9802-0,1.695854857
labs,Urate,MG/DL,Urate [Mass/volume] in Serum or Plasma,LOINC,3037556,Jan-84,1.612700013
labs,Macrophages/100 leukocytes,%,Macrophages/100 leukocytes in Body fluid,LOINC,3024126,30427-9,1.610180169
labs,Mycobacterium tuberculosis tuberculin stimulated gamma interferon,Unknown,Mycobacterium tuberculosis tuberculin stimulated gamma interferon [Presence] in Blood,LOINC,3046425,45323-3,1.600100794
labs,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon,IU/mL,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon [Units/volume] in Control Blood,LOINC,3048446,46216-8,1.592541262
labs,Tacrolimus,NG/ML,Tacrolimus [Mass/volume] in Blood,LOINC,3026250,11253-2,1.559783293
labs,Coccidioides immitis Ab.IgM,Unknown,Coccidioides immitis IgM Ab [Presence] in Serum by Immunoassay,LOINC,3009394,13948-5,1.544664231
labs,Yeast.budding,/HPF,Yeast.budding [#/area] in Urine by Computer assisted method,LOINC,3039917,53269-7,1.544664231
labs,Coccidioides immitis Ab.IgG,Unknown,Coccidioides immitis IgG Ab [Presence] in Serum by Immunoassay,LOINC,3035855,13947-7,1.544664231
labs,Promyelocytes/100 leukocytes,%,Promyelocytes/100 leukocytes in Blood by Manual count,LOINC,3011587,783-1,1.494267355
labs,Promyelocytes,THOUS/MCL,Promyelocytes [#/volume] in Blood by Manual count,LOINC,3024153,781-5,1.479148293
labs,Nucleated cells,/CUMM,Nucleated cells [#/volume] in Cerebral spinal fluid,LOINC,40761570,58470-6,1.448910168
labs,Appearance,Unknown,Appearance of Cerebral spinal fluid,LOINC,3023410,10333-3,1.448910168
labs,Erythrocytes,/CUMM,Erythrocytes [#/volume] in Cerebral spinal fluid,LOINC,3027475,26454-9,1.448910168
labs,Tube number,Unknown,Tube number of Cerebral spinal fluid,LOINC,3024898,19157-7,1.448910168
labs,Beta hydroxybutyrate,mmol/L,Beta hydroxybutyrate [Moles/volume] in Serum or Plasma,LOINC,3003985,Apr-73,1.438830792
labs,Lymphocytes/100 leukocytes,%,Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,3036663,10328-3,1.408592667
labs,Protein,MG/DL,Protein [Mass/volume] in Cerebral spinal fluid,LOINC,3019473,Mar-80,1.380874386
labs,Glucose,MG/DL,Glucose [Mass/volume] in Cerebral spinal fluid,LOINC,3022548,Apr-42,1.370795011
labs,Nuclear Ab,Unknown,Nuclear Ab [Presence] in Serum by Immunofluorescence,LOINC,3029103,42254-3,1.29016001
labs,Amylase,U/L,Amylase [Enzymatic activity/volume] in Body fluid,LOINC,3012133,1795-4,1.287640166
labs,Specimen source,Unknown,Specimen source identified,LOINC,3015746,31208-2,1.275040947
labs,Monocytes/100 leukocytes,%,Monocytes/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,3037194,10329-1,1.275040947
labs,Protein.monoclonal,MG/DL,Protein.monoclonal [Mass/volume] in Urine,LOINC,3036416,35560-2,1.254882197
labs,Major crossmatch,Unknown,Major crossmatch [Interpretation] by Polyethylene glycol (PEG) method,LOINC,3036733,38167-3,1.252362354
labs,Cystatin C,mg/L,Cystatin C [Mass/volume] in Serum or Plasma,LOINC,3030366,33863-2,1.247322666
labs,Glomerular filtration rate/1.73 sq M.predicted,mL/min/sq m BSA,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Cystatin C-based formula",LOINC,3029859,50210-4,1.247322666
labs,Specimen source,Unknown,Specimen source [Identifier] of Body fluid,LOINC,3053213,47938-6,1.214564697
labs,Body temperature,DEG,Body temperature,LOINC,3020891,10-May,1.212044853
labs,Cytomegalovirus Ab.IgG,U/mL,Cytomegalovirus IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3012887,13949-3,1.179286884
labs,Blood group antibody investigation,Unknown,Blood group antibody investigation [Interpretation] in Plasma or RBC,LOINC,3019601,14575-5,1.179286884
labs,Leukocytes other/100 leukocytes,%,Leukocytes other/100 leukocytes in Body fluid,LOINC,3023547,26473-9,1.166687665
labs,Cytomegalovirus Ab.IgM,AU/mL,Cytomegalovirus IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3001145,24119-0,1.151568603
labs,Varicella zoster virus Ab.IgG,Index,Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,3009678,15410-4,1.146528915
labs,Neutrophils.band form/100 leukocytes,%,Band form neutrophils/100 leukocytes in Cerebral spinal fluid,LOINC,3007905,26509-0,1.138969384
labs,Amylase,U/L,Amylase [Enzymatic activity/volume] in Serum or Plasma,LOINC,3016771,1798-8,1.128890009
labs,Epstein Barr virus capsid Ab.IgG,U/mL,Epstein Barr virus capsid IgG Ab [Presence] in Serum by Immunoassay,LOINC,3019231,24114-1,1.093612196
labs,Epstein Barr virus nuclear Ab.IgG,U/mL,Epstein Barr virus nuclear IgG Ab [Presence] in Serum by Immunoassay,LOINC,3017612,May-56,1.093612196
labs,West Nile virus Ab.IgG,IV,West Nile virus IgG Ab [Units/volume] in Serum,LOINC,3025618,29535-2,1.093612196
labs,West Nile virus Ab.IgM,IV,West Nile virus IgM Ab [Units/volume] in Serum,LOINC,3012151,29536-0,1.093612196
labs,Epstein Barr virus early Ab.IgG,U/mL,Epstein Barr virus early IgG Ab [Presence] in Serum by Immunoassay,LOINC,3040849,40752-8,1.093612196
labs,Epstein Barr virus capsid Ab.IgM,U/mL,Epstein Barr virus capsid IgM Ab [Presence] in Serum by Immunoassay,LOINC,3019209,24115-8,1.093612196
labs,Strongyloides stercoralis Ab.IgG,Unknown,Strongyloides stercoralis IgG Ab [Presence] in Serum by Immunoassay,LOINC,3013929,Apr-32,1.065893915
labs,Varicella zoster virus Ab.IgM,TITER,Varicella zoster virus IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3014278,Jun-70,1.050774852
labs,Trypanosoma cruzi Ab.IgG,IV,Trypanosoma cruzi IgG Ab [Units/volume] in Serum,LOINC,3017003,13291-0,1.030616102
labs,Elliptocytes,Unknown,Elliptocytes [Presence] in Blood by Light microscopy,LOINC,3000493,11274-8,1.010457352
labs,Carcinoembryonic Ag,NG/ML,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,LOINC,3003785,Jun-39,1.005417664
labs,pH^^adjusted to patient's actual temperature,Unknown,pH of Arterial blood adjusted to patient's actual temperature,LOINC,3029473,33254-4,0.987778758
labs,Carbon dioxide^^adjusted to patient's actual temperature,MMHG,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Arterial blood,LOINC,3045156,32771-8,0.985258914
labs,Oxygen^^adjusted to patient's actual temperature,MMHG,Oxygen [Partial pressure] adjusted to patient's actual temperature in Arterial blood,LOINC,3022803,19255-9,0.985258914
labs,Herpes simplex virus 1 Ab.IgG,Index,Herpes simplex virus 1 IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3039971,51916-5,0.977699383
labs,Herpes simplex virus 2 Ab.IgG,Index,Herpes simplex virus 2 IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,3045041,43180-9,0.970139851
labs,Creatinine,MG/DL,Creatinine [Mass/volume] in Body fluid,LOINC,3016662,12190-5,0.96258032
labs,Acanthocytes,Unknown,Acanthocytes [Presence] in Blood by Light microscopy,LOINC,3019416,Jan-89,0.955020789
labs,Hepatitis C virus RNA,IU/ML,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,3018447,11011-4,0.949981101
labs,Galactomannan Ag,Unknown,Galactomannan Ag [Units/volume] in Serum or Plasma,LOINC,3035826,35383-9,0.939901726
labs,Potassium,mmol/L,Potassium [Moles/time] in 24 hour Urine,LOINC,3016330,2829-0,0.937381882
labs,Dohle body,Unknown,Dohle body [Presence] in Blood by Light microscopy,LOINC,3003715,May-92,0.934862039
labs,Lactate dehydrogenase,U/L,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Lactate to pyruvate reaction,LOINC,3018994,14803-1,0.909663601
labs,Blood smear finding,Unknown,Blood smear finding [Identifier] in Blood by Light microscopy,LOINC,3018760,09-Jul,0.844147663
labs,Oxygen content,ML/DL,Oxygen content in Blood,LOINC,3044904,34163-6,0.831548444
labs,Protein,G/DL,Protein [Mass/volume] in Body fluid,LOINC,3005029,Jan-81,0.813909538
labs,Gamma glutamyl transferase,U/L,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,LOINC,3026910,24-Feb,0.803830163
labs,Specimen-related information panel,Unknown,Specimen-related information panel,LOINC,40771517,68992-7,0.803830163
labs,Eosinophils/100 leukocytes,%,Eosinophils/100 leukocytes in Body fluid by Manual count,LOINC,3022231,12209-3,0.798790475
labs,Direct antiglobulin test.poly specific reagent,Unknown,Direct antiglobulin test.polyspecific reagent [Presence] on Red Blood Cells,LOINC,3022907,1007-4,0.783671412
labs,Cancer Ag 19-9,U/ML,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,LOINC,3022914,24108-3,0.766032506
labs,Trypanosoma cruzi Ab.IgM,Unknown,Trypanosoma cruzi IgM Ab [Units/volume] in Serum,LOINC,3016466,13290-2,0.763512662
labs,Cortisol^baseline,MCG/DL,Cortisol [Mass/volume] in Saliva (oral fluid) --baseline,LOINC,3040232,51495-0,0.738314225
labs,fentaNYL,Unknown,fentaNYL [Presence] in Urine,LOINC,3004176,11235-9,0.715635631
labs,Legionella pneumophila 1 Ag,Unknown,Legionella pneumophila 1 Ag [Presence] in Urine by Immunoassay,LOINC,3033152,41499-5,0.715635631
labs,oxyCODONE,Unknown,oxyCODONE [Presence] in Urine,LOINC,3000068,10998-3,0.710595943
labs,Corticotropin^6th specimen post XXX challenge,PG/ML,Corticotropin [Mass/volume] in Plasma --6th specimen post XXX challenge,LOINC,3001813,12462-8,0.67531813
labs,IgG,mg/dL,IgG [Mass/volume] in Serum or Plasma,LOINC,3005719,Mar-65,0.672798287
labs,Spermatozoa,/HPF,Spermatozoa [Presence] in Urine by Automated,LOINC,3029181,33232-0,0.667758599
labs,Platelet factor 4 heparin complex induced Ab.IgG,OD,Heparin induced platelet IgG Ab in Serum or Plasma by Immunoassay,LOINC,43533841,73818-7,0.667758599
labs,Gamma globulin,G/DL,Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,3023465,Jun-74,0.662718911
labs,Albumin,G/DL,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,3028286,Jan-62,0.662718911
labs,Beta globulin,G/DL,Beta globulin [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,3016520,Feb-71,0.662718911
labs,Albumin/Globulin,Unknown,Albumin/Globulin [Mass Ratio] in Serum or Plasma,LOINC,3020509,1759-0,0.662718911
labs,Alpha 1 globulin,G/DL,Alpha 1 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,3015322,Apr-65,0.662718911
labs,Alpha 2 globulin,G/DL,Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,3005229,Aug-68,0.662718911
labs,Erythrocytes.dual population,Unknown,Erythrocytes.dual population [Presence] in Blood by Light microscopy,LOINC,3009408,10379-6,0.647599849
labs,"1,3 beta glucan",pg/mL,"1,3 beta glucan [Mass/volume] in Serum",LOINC,3034360,42176-8,0.642560161
labs,Macrophages/100 leukocytes,%,Macrophages/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,3037871,12229-1,0.640040318
labs,pH,Unknown,pH of Urine,LOINC,3015736,May-56,0.63500063
labs,Neisseria gonorrhoeae DNA,Unknown,Neisseria gonorrhoeae DNA [Presence] in Specimen by NAA with probe detection,LOINC,3011371,24111-7,0.63500063
labs,Chlamydia trachomatis DNA,Unknown,Chlamydia trachomatis DNA [Presence] in Specimen by NAA with probe detection,LOINC,3006093,21613-5,0.63500063
labs,Interpretation,Unknown,Immunofixation for Serum or Plasma,LOINC,3037756,25700-6,0.619881567
labs,Toxoplasma gondii Ab.IgG,Unknown,Toxoplasma gondii IgG Ab [Presence] in Serum by Immunoassay,LOINC,3038536,40677-7,0.61484188
labs,Albumin,mg/dL,Albumin [Mass/volume] in Body fluid,LOINC,3025313,1747-5,0.61484188
labs,Albumin,MG/L,Microalbumin [Mass/volume] in Urine,LOINC,3000034,14957-5,0.609802192
labs,Streptococcus pneumoniae Ag,Unknown,Streptococcus pneumoniae Ag [Presence] in Specimen,LOINC,3007625,31969-9,0.607282348
labs,Toxoplasma gondii Ab.IgM,TITER,Toxoplasma gondii IgM Ab [Titer] in Serum or Plasma by Immunofluorescence,LOINC,3017620,Aug-91,0.607282348
labs,Digoxin,ng/mL,Digoxin [Mass/volume] in Serum or Plasma,LOINC,3011335,10535-3,0.604762505
labs,Cancer Ag 125,U/ML,Cancer Ag 125 [Units/volume] in Serum or Plasma,LOINC,3037551,10334-1,0.584603755
labs,Galactomannan Ag,Unknown,Galactomannan Ag [Presence] in Serum or Plasma by Immunoassay,LOINC,3046760,44099-0,0.582083911
labs,Neutrophil cytoplasmic Ab,Unknown,Neutrophil cytoplasmic Ab [Presence] in Serum by Immunofluorescence,LOINC,3032077,35279-9,0.566964848
labs,Alpha-1-Fetoprotein,NG/ML,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,LOINC,3009306,1834-1,0.564445004
labs,Acetaminophen,mcg/mL,Acetaminophen [Mass/volume] in Serum or Plasma,LOINC,3002617,Jul-98,0.564445004
labs,Prolactin,NG/ML,Prolactin [Mass/volume] in Serum or Plasma,LOINC,3004722,Mar-42,0.561925161
labs,Smooth muscle Ab,Unknown,Smooth muscle Ab [Presence] in Serum,LOINC,3005932,14252-1,0.544286254
labs,Mitochondria Ab,Unknown,Mitochondria Ab [Presence] in Serum by Immunofluorescence,LOINC,3005277,17284-1,0.544286254
labs,PhenX - urinary creatinine assay for kidney function protocol 141601,G/L,PhenX - urinary creatinine assay for kidney function protocol 141601,LOINC,40765543,62811-5,0.54176641
labs,Microalbumin/Creatinine ratio panel,MG MICAL/GM CRE,Microalbumin/Creatinine panel in random Urine,LOINC,3044897,34535-5,0.54176641
labs,Hepatitis A virus Ab.IgG,Unknown,Hepatitis A virus IgG Ab [Presence] in Serum,LOINC,3006631,32018-4,0.516567973
labs,Follitropin,MIU/ML,Follitropin [Units/volume] in Serum or Plasma,LOINC,3023323,15067-2,0.506488598
labs,Complement C3,mg/dL,Complement C3 [Mass/volume] in Serum or Plasma,LOINC,3000620,Sep-85,0.498929066
labs,Complement C4,mg/dL,Complement C4 [Mass/volume] in Serum or Plasma,LOINC,3017766,Feb-98,0.498929066
labs,Glucose,MG/DL,Glucose [Mass/volume] in Body fluid,LOINC,3019210,2344-0,0.488849691
labs,Chloride,mmol/L,Chloride [Molar amount] in Urine collected for unspecified duration,LOINC,3009032,32542-3,0.486329848
labs,Lutropin,MIU/ML,Lutropin [Units/volume] in Serum or Plasma,LOINC,3009214,10501-5,0.486329848
labs,Cryptococcus sp Ag,Unknown,Cryptococcus sp Ag [Presence] in Serum,LOINC,3023174,31790-9,0.48129016
labs,Calcium oxalate crystals,/HPF,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy low power field,LOINC,3041086,53131-9,0.468690941
labs,Cytomegalovirus DNA,IU/ML,Cytomegalovirus DNA [Units/volume] (viral load) in Specimen by NAA with probe detection,LOINC,3030558,34720-3,0.463651254
labs,Hepatitis C virus RNA,Unknown,Hepatitis C virus RNA [Presence] in Serum or Plasma by NAA with probe detection,LOINC,3021125,11259-9,0.46113141
labs,Hepatitis C virus RNA,log IU/mL,Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,3034868,38180-6,0.46113141
labs,Protein,MG/DL,Protein [Mass/volume] in Urine collected for unspecified duration,LOINC,3035511,35663-4,0.448532191
labs,Insulin-like growth factor-I,ng/mL,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,LOINC,3013273,Apr-84,0.448532191
labs,Eosinophils,Unknown,Eosinophils [Presence] in Urine sediment by Light microscopy,LOINC,3037579,25156-1,0.443492503
labs,Hemoglobin.gastrointestinal.lower,Unknown,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay,LOINC,3012471,29771-3,0.44097266
labs,Insulin-like growth factor-I,Unknown,Insulin-like growth factor-I [Z-score] in Serum or Plasma,LOINC,43533584,73561-3,0.438452816
labs,Lupus anticoagulant neutralization.dilute phospholipid,Unknown,Lupus anticoagulant neutralization dilute phospholipid [Presence] in Platelet poor plasma,LOINC,3017427,15191-0,0.435932972
labs,DNA double strand Ab,Unknown,DNA double strand Ab [Presence] in Serum by Immunofluorescence (IF) Crithidia luciliae,LOINC,3002426,Jun-57,0.428373441
labs,Ceruloplasmin,mg/dL,Ceruloplasmin [Mass/volume] in Serum or Plasma,LOINC,3022756,Apr-64,0.418294066
labs,Drugs identified,Unknown,Drugs identified in Urine by Screen method,LOINC,3011288,12286-1,0.413254378
labs,Cytomegalovirus DNA,log IU/mL,Cytomegalovirus DNA [Log #/volume] (viral load) in Specimen by NAA with probe detection,LOINC,3038616,53763-9,0.413254378
labs,Study report,Unknown,Pathology study,LOINC,3008122,11526-1,0.410734534
labs,Salicylates,MG/DL,Salicylates [Mass/volume] in Serum or Plasma,LOINC,3000787,24-Jun,0.408214691
labs,Calcitriol,pg/mL,Calcitriol [Mass/volume] in Serum or Plasma,LOINC,3014173,1649-3,0.408214691
labs,Clostridioides difficile toxin A+B,Unknown,Clostridioides difficile toxin A+B [Presence] in Stool by Immunoassay,LOINC,3044936,34468-9,0.398135316
labs,IgA,mg/dL,IgA [Mass/volume] in Serum or Plasma,LOINC,3007164,Aug-58,0.390575784
labs,Hepatitis B virus DNA,IU/ML,Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,3032567,42595-9,0.380496409
labs,Ova & parasites identified,Unknown,Ova and parasites identified in Specimen by Light microscopy,LOINC,3012744,673-4,0.377976565
labs,Collection duration,HOURS,Collection duration of Urine,LOINC,3016750,13362-9,0.370417034
